"","Country","assess_id_short","Year.x","CommName","Biomass","Catch","BvBmsy","FvFmsy","Dbase","SciName","IdLevel","SpeciesCat.x","Profits","MSY","Price","g","k","c","phi","itq","ivq","iq","turf"
"4232","Malaysia","8432-FAO",2016,"Marine crabs nei",101897.173,7746.639,0.819,1.777,"FAO","Brachyura","Neis",42,5563127.573,5325.172,2848.514,0.041,36803.342,491500517.2,0.188,NA,NA,NA,NA
"4233","Malaysia","8433-FAO",2016,"Marine crabs nei",135759.639,10321.002,0.819,1.777,"FAO","Brachyura","Neis",42,7411865.959,7094.833,2848.514,0.041,36803.342,654835954.1,0.188,NA,NA,NA,NA
"4234","Belgium","844-FAO",2016,"European flounder",3055.926,365.531,0.557,3.119,"FAO","Platichthys flesus","Species",31,78899.705,210.361,2019.289,0.038,13713.155,10421009.6,0.188,NA,NA,NA,NA
"4235","Malaysia","8444-FAO",2016,"Mullets nei",8537.856,1319.729,0.481,3.788,"FAO","Mugilidae","Neis",33,-1209819.585,725.009,1530.914,0.041,46127.464,36660572.59,0.188,NA,NA,NA,NA
"4236","Malaysia","8445-FAO",2016,"Mullets nei",11184.295,1728.799,0.481,3.788,"FAO","Mugilidae","Neis",33,-1584821.6,949.736,1530.914,0.041,46127.464,48024075.68,0.188,NA,NA,NA,NA
"4237","Malaysia","8446-FAO",2016,"Natantian decapods nei",341960.671,47043.252,0.405,3.366,"FAO","Natantia","Neis",45,-59793451.78,34519.2,3018.868,0.041,40826.228,2680165838,0.188,NA,NA,NA,NA
"4238","Malaysia","8447-FAO",2016,"Natantian decapods nei",172597.22,23744.06,0.405,3.366,"FAO","Natantia","Neis",45,-30179445.85,17422.816,3018.868,0.041,40826.228,1352755484,0.188,NA,NA,NA,NA
"4239","Malaysia","8450-FAO",2016,"Octopuses, etc. nei",46866.554,2788.01,1.504,0.987,"FAO","Octopodidae","Neis",57,5100276.769,1877.225,2777.255,0.06,86403.388,103360399,0.188,NA,NA,NA,NA
"4240","Malaysia","8451-FAO",2016,"Octopuses, etc. nei",38586.095,2295.42,1.504,0.987,"FAO","Octopodidae","Neis",57,4199151.636,1545.554,2777.255,0.06,86403.388,85098516.86,0.188,NA,NA,NA,NA
"4241","Belgium","846-FAO",2016,"European lobster",5.77,0.91,0.245,3.746,"FAO","Homarus gammarus","Species",43,-6756.907,0.992,7346.166,0.042,58.956,148374.287,0.188,NA,NA,NA,NA
"4242","Malaysia","8462-FAO",2016,"Rays, stingrays, mantas nei",68186.095,6980.113,0.924,2.484,"FAO","Rajiformes","Neis",38,855855.535,3040.361,458.16,0.041,4899.687,45266421.51,0.188,NA,NA,NA,NA
"4243","Malaysia","8463-FAO",2016,"Rays, stingrays, mantas nei",133046.668,13524.741,0.925,2.464,"FAO","Rajiformes","Neis",38,3137055.384,5932.439,566.479,0.041,4899.687,88325142.31,0.188,NA,NA,NA,NA
"4244","Malaysia","8464-FAO",2016,"Sea catfishes nei",25136.649,3281.03,0.486,3.133,"FAO","Ariidae","Neis",33,-4206157.652,2152.576,2604.929,0.042,15879.326,180395875.8,0.188,NA,NA,NA,NA
"4245","Malaysia","8465-FAO",2016,"Sea catfishes nei",33602.906,4386.111,0.486,3.133,"FAO","Ariidae","Neis",33,-5622830.618,2877.584,2604.929,0.042,15879.326,241154882.3,0.188,NA,NA,NA,NA
"4246","Belgium","847-FAO",1956,"European plaice",41247.406,6300,1.162,11.273,"FAO","Pleuronectes platessa","Species",31,6303925.992,481.006,2109.875,0.014,88754.663,80397686.34,0.188,NA,NA,NA,NA
"4247","Malaysia","8470-FAO",2016,"Sergestid shrimps nei",104482.903,14981.422,0.558,3.485,"FAO","Sergestidae","Neis",45,-1519326.957,7704.94,2418.474,0.041,671319.306,471615835.3,0.188,NA,NA,NA,NA
"4248","Malaysia","8471-FAO",2016,"Sergestid shrimps nei",56441.261,8092.906,0.558,3.485,"FAO","Sergestidae","Neis",45,-820734.563,4162.179,2418.474,0.041,671319.306,254765055.6,0.188,NA,NA,NA,NA
"4249","Malaysia","8474-FAO",2016,"Sillago-whitings",16752.372,1454.371,0.986,2.179,"FAO","Sillaginidae","Species",33,756453.517,677.137,1530.914,0.04,42483.394,35249880.96,0.188,NA,NA,NA,NA
"4250","Malaysia","8475-FAO",2016,"Sillago-whitings",12635.079,1342.071,0.762,2.717,"FAO","Sillaginidae","Species",33,180052.042,647.871,1530.914,0.039,41437.36,34581099.19,0.188,NA,NA,NA,NA
"4251","Malaysia","8476-FAO",2016,"Silver grunt",10188.937,917.236,0.736,2.299,"FAO","Pomadasys argenteus","Species",33,142060.219,542.021,1530.914,0.039,34611.229,28870411.22,0.188,NA,NA,NA,NA
"4252","Malaysia","8477-FAO",2016,"Silver grunt",21184.79,2643.049,1.028,2.954,"FAO","Pomadasys argenteus","Species",33,1239269.642,870.238,1530.914,0.042,51518.729,42008670.59,0.188,NA,NA,NA,NA
"4253","Belgium","848-FAO",2016,"European seabass",1171.67,153.879,0.806,3.175,"FAO","Dicentrarchus labrax","Species",33,50137.669,60.105,3389.499,0.041,3633.025,6599874.196,0.188,NA,NA,NA,NA
"4254","Malaysia","8482-FAO",2016,"Snappers nei",1363.593,181.707,0.447,3.323,"FAO","Lutjanus spp","Neis",33,-337006.016,122.36,2839.754,0.04,9187.228,11731340.54,0.188,NA,NA,NA,NA
"4255","Malaysia","8483-FAO",2016,"Snappers nei",16269.242,2167.972,0.447,3.323,"FAO","Lutjanus spp","Neis",33,-4020872.503,1459.891,2839.754,0.04,9187.228,139968494.1,0.188,NA,NA,NA,NA
"4256","Malaysia","8484-FAO",2016,"Snappers, jobfishes nei",2733.338,368.944,0.511,3.268,"FAO","Lutjanidae","Neis",33,-459581.343,220.913,2839.754,0.041,9508.468,20386183.05,0.188,NA,NA,NA,NA
"4257","Malaysia","8485-FAO",2016,"Snappers, jobfishes nei",27073.349,3654.339,0.511,3.268,"FAO","Lutjanidae","Neis",33,-4552092.194,2188.117,2839.754,0.041,9508.468,201922436.9,0.188,NA,NA,NA,NA
"4258","Malaysia","8488-FAO",2016,"Spotted sicklefish",841.197,260.235,0.663,2.81,"FAO","Drepane punctata","Species",33,-23942.311,139.764,1530.914,0.11,3173.482,1941126.275,0.188,NA,NA,NA,NA
"4259","Malaysia","8489-FAO",2016,"Spotted sicklefish",6612.761,1222.824,0.999,1.691,"FAO","Drepane punctata","Species",33,741509.851,723.66,1530.914,0.109,16548.638,10143931.5,0.188,NA,NA,NA,NA
"4260","Belgium","849-FAO",1973,"European sprat",3843.705,200,0.41,1,"FAO","Sprattus sprattus","Species",35,3241.847,366.029,76.179,0.039,23444.446,813241.435,0.188,NA,NA,NA,NA
"4261","Malaysia","8494-FAO",2016,"Threadfin breams nei",828780.694,49997.113,1.017,0.712,"FAO","Nemipterus spp","Neis",33,41502506.62,69014.646,1530.914,0.085,243047.241,1347014578,0.188,NA,NA,NA,NA
"4262","Malaysia","8495-FAO",2016,"Threadfin breams nei",1183917.274,71421.12,1.017,0.712,"FAO","Nemipterus spp","Neis",33,59286533.68,98587.76,1530.914,0.085,243047.241,1924216912,0.188,NA,NA,NA,NA
"4263","Malaysia","8496-FAO",2016,"Threadfins, tasselfishes nei",48011.697,11130.64,0.71,2.161,"FAO","Polynemidae","Neis",33,1464653.167,7250.781,1530.914,0.107,11973.164,104136425.8,0.188,NA,NA,NA,NA
"4264","Malaysia","8497-FAO",2016,"Threadfins, tasselfishes nei",30497.996,7070.407,0.71,2.161,"FAO","Polynemidae","Neis",33,930377.169,4605.842,1530.914,0.107,11973.164,66149553.48,0.188,NA,NA,NA,NA
"4265","Malaysia","8498-FAO",2016,"Tonguefishes",35596.904,3191.256,0.802,2.248,"FAO","Cynoglossidae","Species",31,2145732.27,1770.85,1537.779,0.04,111035.985,63513246.38,0.188,NA,NA,NA,NA
"4266","Malaysia","8499-FAO",2016,"Tonguefishes",7338.265,908.26,0.647,2.991,"FAO","Cynoglossidae","Species",31,336165.554,469.266,1537.779,0.041,28350.754,16037035.81,0.188,NA,NA,NA,NA
"4267","Belgium","850-FAO",2016,"Great Atlantic scallop",4364.768,657.584,0.555,3.729,"FAO","Pecten maximus","Species",55,304433.139,317.536,1435.739,0.04,19647.989,7491688.217,0.188,NA,NA,NA,NA
"4268","Malaysia","8502-FAO",2016,"Triggerfishes, durgons nei",578.873,88.213,0.602,3.661,"FAO","Balistidae","Neis",33,-35630.684,40.038,1530.914,0.042,439.531,1971524.945,0.188,NA,NA,NA,NA
"4269","Malaysia","8503-FAO",2016,"Triggerfishes, durgons nei",4481.786,682.966,0.602,3.661,"FAO","Balistidae","Neis",33,-275862.308,309.985,1530.914,0.042,439.531,15264074.57,0.188,NA,NA,NA,NA
"4270","Malaysia","8504-FAO",2016,"Tropical spiny lobsters nei",52.688,7.722,0.377,3.623,"FAO","Panulirus spp","Neis",43,-31323.106,5.653,13883.656,0.04,10350.151,1682032.24,0.188,NA,NA,NA,NA
"4271","Malaysia","8505-FAO",2016,"Tropical spiny lobsters nei",5176.551,758.719,0.377,3.623,"FAO","Panulirus spp","Neis",43,-3077495.189,555.363,13883.656,0.04,10350.151,165259667.5,0.188,NA,NA,NA,NA
"4272","Malaysia","8509-FAO",2016,"Wolf-herrings nei",12068.132,832.02,0.628,1.725,"FAO","Chirocentrus spp","Neis",35,8285.509,767.81,291.45,0.04,121556.751,7582683.159,0.188,NA,NA,NA,NA
"4273","Malaysia","8510-FAO",2016,"Wolf-herrings nei",52304.738,3606.073,0.628,1.725,"FAO","Chirocentrus spp","Neis",35,35910.394,3327.782,291.45,0.04,121556.751,32864261.95,0.188,NA,NA,NA,NA
"4274","Malaysia","8511-FAO",2016,"Wrasses, hogfishes, etc. nei",674.146,95.759,0.513,3.4,"FAO","Labridae","Neis",33,-65926.108,54.88,1530.914,0.042,4876.574,2689649.808,0.188,NA,NA,NA,NA
"4275","Malaysia","8512-FAO",2016,"Wrasses, hogfishes, etc. nei",10690.943,1518.596,0.513,3.4,"FAO","Labridae","Neis",33,-1045488.558,870.313,1530.914,0.042,4876.574,42653786.1,0.188,NA,NA,NA,NA
"4276","Malta","8535-FAO",2016,"Axillary seabream",226.164,7.861,1.705,0.449,"FAO","Pagellus acarne","Species",33,18667.062,10.267,2939.589,0.077,331.583,350095.379,0.188,NA,NA,NA,NA
"4277","Malta","8542-FAO",2016,"Bluntnose sixgill shark",257.133,22.847,1.639,1.268,"FAO","Hexanchus griseus","Species",38,11205.924,10.99,740.373,0.07,392.111,132834.462,0.188,NA,NA,NA,NA
"4278","Malta","8543-FAO",2016,"Bogue",1908.869,62.135,0.6,1.032,"FAO","Boops boops","Species",33,19636.751,100.378,2377.498,0.032,7954.968,10994709.8,0.188,NA,NA,NA,NA
"4279","Belgium","855-FAO",2016,"Lemon sole",11924.379,1065.806,0.699,2.229,"FAO","Microstomus kitt","Species",31,913670.436,683.672,2402.818,0.04,42624.746,38031983.48,0.188,NA,NA,NA,NA
"4280","Malta","8551-FAO",2016,"Common cuttlefish",1536.819,26.396,2.003,0.259,"FAO","Sepia officinalis","Species",57,57371.865,50.802,2523.867,0.066,1918.37,1822518.926,0.188,NA,NA,NA,NA
"4281","Malta","8555-FAO",2016,"Common pandora",98.655,11.936,0.367,3.452,"FAO","Pagellus erythrinus","Species",33,-29432.595,9.425,2377.498,0.035,672.365,900427.118,0.188,NA,NA,NA,NA
"4282","Malta","8563-FAO",2016,"Dogfishes nei",3331.027,54.088,0.477,1.219,"FAO","Squalus spp","Neis",38,-5069.96,93.046,640.329,0.013,20245.795,8418906.354,0.188,NA,NA,NA,NA
"4283","Malta","8567-FAO",2016,"European conger",104.643,5.432,0.735,4,"FAO","Conger conger","Species",34,-993.083,1.848,2909.376,0.013,355.999,785973.837,0.188,NA,NA,NA,NA
"4284","Malta","8572-FAO",2016,"European squid",753.503,10.76,2.112,0.2,"FAO","Loligo vulgaris","Species",57,16492.859,25.539,1745.118,0.072,892.128,572503.364,0.188,NA,NA,NA,NA
"4285","Malta","8583-FAO",2016,"Groupers nei",81.583,11.086,0.524,3.32,"FAO","Epinephelus spp","Neis",33,-12714.607,6.372,2803.109,0.041,8391.131,586672.565,0.188,NA,NA,NA,NA
"4286","Malta","8584-FAO",2016,"Groupers, seabasses nei",6.657,0.91,0.537,3.304,"FAO","Serranidae","Neis",33,-954.879,0.513,2803.109,0.041,9065.39,46582.373,0.188,NA,NA,NA,NA
"4287","Malta","8585-FAO",2002,"Gulper shark",103.302,2,1.106,0.484,"FAO","Centrophorus granulosus","Species",38,1053.884,3.732,766.905,0.04,233.44,80942.544,0.188,NA,NA,NA,NA
"4288","Malta","8586-FAO",2016,"Gurnards, searobins nei",141.136,8.29,1.032,1.274,"FAO","Triglidae","Neis",34,3330.507,6.308,867.738,0.046,7022.641,153854.82,0.188,NA,NA,NA,NA
"4289","Belgium","859-FAO",1985,"Megrim",5024.342,292,0.568,4.264,"FAO","Lepidorhombus whiffiagonis","Species",31,225871.33,120.558,3934.545,0.014,22115.094,37291893.85,0.188,NA,NA,NA,NA
"4290","Malta","8596-FAO",2016,"Monkfishes nei",307.455,9.895,0.909,1.814,"FAO","Lophius spp","Neis",34,8583.976,6,2690.262,0.018,76865.301,1570904.551,0.188,NA,NA,NA,NA
"4291","Algeria","86-FAO",1992,"European anchovy",27658.918,2500,0.672,1.728,"FAO","Engraulis encrasicolus","Species",35,1037985.177,1615.118,956.821,0.039,102941.654,44784111.73,0.188,NA,NA,NA,NA
"4292","Belgium","860-FAO",2016,"Monkfishes nei",87932.138,2829.954,0.909,1.814,"FAO","Lophius spp","Neis",34,2455017.089,1715.915,2690.262,0.018,76865.301,449278701.6,0.188,NA,NA,NA,NA
"4293","Malta","8600-FAO",2016,"Octopuses, etc. nei",1975.541,117.521,1.504,0.987,"FAO","Octopodidae","Neis",57,214989.245,79.13,2777.255,0.06,86403.388,4356895.744,0.188,NA,NA,NA,NA
"4294","Malta","8604-FAO",2016,"Picarels nei",941.538,70.162,0.914,1.816,"FAO","Spicara spp","Neis",33,34993.395,42.27,1530.914,0.041,8830.053,2116017.818,0.188,NA,NA,NA,NA
"4295","Malta","8607-FAO",2016,"Rays, stingrays, mantas nei",77.338,7.917,0.924,2.484,"FAO","Rajiformes","Neis",38,970.725,3.448,458.16,0.041,4899.687,51341.877,0.188,NA,NA,NA,NA
"4296","Malta","8609-FAO",2016,"Red porgy",932.046,10.074,2.168,0.153,"FAO","Pagrus pagrus","Species",33,26372.934,30.413,2939.589,0.071,1074.69,1165723.889,0.188,NA,NA,NA,NA
"4297","Belgium","861-FAO",2016,"Norway lobster",3138.603,317.961,0.302,2.966,"FAO","Nephrops norvegicus","Species",43,-849275.563,354.826,5153.093,0.034,25969.72,48806646.58,0.188,NA,NA,NA,NA
"4298","Malta","8610-FAO",2016,"Saddled seabream",47.466,5.523,0.869,2.802,"FAO","Oblada melanura","Species",33,2526.739,2.267,2377.498,0.042,136.517,173759.037,0.188,NA,NA,NA,NA
"4299","Malta","8611-FAO",2009,"Salema",35.462,1,0.476,0.715,"FAO","Sarpa salpa","Species",33,521.987,2.935,2847.467,0.039,186.089,240546.395,0.188,NA,NA,NA,NA
"4300","Malta","8613-FAO",2016,"Scorpionfishes nei",1807.783,105.5,1.069,1.066,"FAO","Scorpaenidae","Neis",34,32762.2,92.581,610.297,0.055,31377.784,1269798.488,0.188,NA,NA,NA,NA
"4301","Belgium","862-FAO",2016,"Octopuses, etc. nei",5380.196,320.059,1.504,0.987,"FAO","Octopodidae","Neis",57,585502.625,215.502,2777.255,0.06,86403.388,11865588.41,0.188,NA,NA,NA,NA
"4302","Malta","8632-FAO",2016,"Wreckfish",256.904,5.385,0.598,1.606,"FAO","Polyprion americanus","Species",34,43.147,5.606,1142.973,0.013,1073.686,929642.054,0.188,NA,NA,NA,NA
"4303","Belgium","864-FAO",2011,"Picked dogfish",10351.642,3,0.49,0.023,"FAO","Squalus acanthias","Species",38,1647.235,263.31,766.905,0.012,52807,25970866.85,0.188,NA,NA,NA,NA
"4304","Martinique","8649-FAO",2016,"Caribbean spiny lobster",895.626,132.482,0.363,3.694,"FAO","Panulirus argus","Species",43,-644288.121,98.811,13883.656,0.04,6170.06,29788331.75,0.188,NA,NA,NA,NA
"4305","Martinique","8651-FAO",2016,"Clams, etc. nei",5281.649,547.908,0.403,2.514,"FAO","Bivalvia","Neis",56,-304703.857,540.824,810.262,0.041,91166.866,14498498.73,0.188,NA,NA,NA,NA
"4306","Martinique","8657-FAO",2016,"Rays, stingrays, mantas nei",128.896,13.103,0.925,2.464,"FAO","Rajiformes","Neis",38,3039.193,5.747,566.479,0.041,4899.687,85569.795,0.188,NA,NA,NA,NA
"4307","Mauritania","8669-FAO",1990,"Bearded brotula",409.55,50,1.028,2.874,"FAO","Brotula barbata","Species",34,37287.616,16.919,1751.527,0.042,995.613,774119.468,0.188,NA,NA,NA,NA
"4308","Belgium","867-FAO",2016,"Raja rays nei",4484.819,216.22,1.05,1.209,"FAO","Raja spp","Neis",38,47583.571,170.312,458.16,0.04,7303.748,2650362.239,0.188,NA,NA,NA,NA
"4309","Mauritania","8677-FAO",2016,"Cephalopods nei",4185.354,257.016,1.473,1.085,"FAO","Cephalopoda","Neis",57,232692.815,160.91,1411.427,0.057,149706.502,4844963.484,0.188,NA,NA,NA,NA
"4310","Belgium","868-FAO",2016,"Red gurnard",17825.439,878.589,1.907,0.675,"FAO","Aspitrigla cuculus","Species",34,579274.737,683.066,867.738,0.073,23374.636,9165219.264,0.188,NA,NA,NA,NA
"4311","Mauritania","8683-FAO",2016,"Croakers, drums nei",62.3,7.056,0.519,2.76,"FAO","Sciaenidae","Neis",33,-3057.411,4.921,1254.99,0.041,31988.715,201678.176,0.188,NA,NA,NA,NA
"4312","Mauritania","8685-FAO",2008,"Deep-water rose shrimp",1562.825,208,0.471,3.167,"FAO","Parapenaeus longirostris","Species",45,-934.908,139.356,6653.856,0.042,8289.777,19055966.25,0.188,NA,NA,NA,NA
"4313","Mauritania","8691-FAO",2016,"Flatfishes nei",1662.941,197.893,0.385,2.829,"FAO","Pleuronectiformes","Neis",31,-101522.677,181.519,2019.289,0.041,17868.177,8315581.118,0.188,NA,NA,NA,NA
"4314","Mauritania","8695-FAO",2016,"Groupers, seabasses nei",272.934,37.32,0.537,3.304,"FAO","Serranidae","Neis",33,-39150.03,21.046,2803.109,0.041,9065.39,1909877.281,0.188,NA,NA,NA,NA
"4315","Mauritania","8697-FAO",2016,"Gurnards, searobins nei",282.273,16.58,1.032,1.274,"FAO","Triglidae","Neis",34,6661.013,12.615,867.738,0.046,7022.641,307709.64,0.188,NA,NA,NA,NA
"4316","Mauritania","8701-FAO",1998,"John dory",186.015,10,0.89,1.287,"FAO","Zeus faber","Species",34,14274.97,8.727,2982.647,0.042,522.445,695319.092,0.188,NA,NA,NA,NA
"4317","Mauritania","8702-FAO",2016,"Largehead hairtail",7204.577,1204.136,1.109,1.467,"FAO","Trichiurus lepturus","Species",34,398693.339,740.105,691.549,0.114,16240.19,4441482.487,0.188,NA,NA,NA,NA
"4318","Mauritania","8710-FAO",2016,"Meagre",19107.505,964.861,0.542,3.791,"FAO","Argyrosomus regius","Species",33,-504847.229,469.167,1254.99,0.013,88065.132,83216988.27,0.188,NA,NA,NA,NA
"4319","Mauritania","8712-FAO",2016,"Monkfishes nei",1076.093,34.632,0.909,1.814,"FAO","Lophius spp","Neis",34,30043.915,20.999,2690.262,0.018,76865.301,5498165.929,0.188,NA,NA,NA,NA
"4320","Mauritania","8714-FAO",2016,"Mullets nei",33325.34,5151.226,0.481,3.788,"FAO","Mugilidae","Neis",33,-4722221.637,2829.886,1530.914,0.041,46127.464,143095178.2,0.188,NA,NA,NA,NA
"4321","Mauritania","8715-FAO",2016,"Natantian decapods nei",562.093,77.327,0.405,3.366,"FAO","Natantia","Neis",45,-98284.622,56.74,3018.868,0.041,40826.228,4405483.845,0.188,NA,NA,NA,NA
"4322","Mauritania","8717-FAO",2016,"Octopuses, etc. nei",1060361.036,63079.032,1.504,0.987,"FAO","Octopodidae","Neis",57,115394333.7,42472.432,2777.255,0.06,86403.388,2338540615,0.188,NA,NA,NA,NA
"4323","Mauritania","8723-FAO",2016,"Porgies, seabreams nei",37307.163,4081.881,0.617,2.683,"FAO","Sparidae","Neis",33,-1201680.578,2467.788,2377.498,0.041,7217.032,193740367.1,0.188,NA,NA,NA,NA
"4324","Mauritania","8725-FAO",2016,"Rays, stingrays, mantas nei",3583.315,366.819,0.924,2.484,"FAO","Rajiformes","Neis",38,44976.907,159.777,458.16,0.041,4899.687,2378840.299,0.188,NA,NA,NA,NA
"4325","Mauritania","8726-FAO",2000,"Rubberlip grunt",1674.915,2,0.462,0.031,"FAO","Plectorhinchus mediterraneus","Species",33,2465.121,140.923,1833.536,0.039,9067.881,7581210.516,0.188,NA,NA,NA,NA
"4326","Mauritania","8729-FAO",2016,"Sargo breams nei",3412.085,408.678,0.696,2.881,"FAO","Diplodus spp","Neis",33,212754.381,203.9,2939.589,0.042,8510.637,15605493.21,0.188,NA,NA,NA,NA
"4327","Mauritania","8734-FAO",2016,"Sea catfishes nei",6309.834,823.608,0.486,3.133,"FAO","Ariidae","Neis",33,-1055835.102,540.342,2604.929,0.042,15879.326,45283204.68,0.188,NA,NA,NA,NA
"4328","Mauritania","8739-FAO",2016,"Soles nei",10055.054,1242.354,0.458,3.008,"FAO","Soleidae","Neis",31,-79433.664,902.149,853.515,0.041,10008.197,17278213.36,0.188,NA,NA,NA,NA
"4329","Belgium","874-FAO",2016,"Surmullet",2270.155,193.378,1.701,0.755,"FAO","Mullus surmuletus","Species",33,93900.552,150.451,672.959,0.113,3335.885,890572.415,0.188,NA,NA,NA,NA
"4330","Mauritania","8742-FAO",2016,"Spiny lobsters nei",8.159,0.998,0.382,2.988,"FAO","Palinuridae","Neis",43,-2807.619,0.874,13883.656,0.04,7843.03,260610.516,0.188,NA,NA,NA,NA
"4331","Mauritania","8743-FAO",2000,"Spotted seabass",1303.72,45,0.529,2.59,"FAO","Dicentrarchus punctatus","Species",33,-15173.699,32.868,4059.514,0.013,6166.784,15736330.62,0.188,NA,NA,NA,NA
"4332","Mauritania","8752-FAO",2016,"West African croakers nei",2395.757,505.005,0.765,1.933,"FAO","Pseudotolithus spp","Neis",33,113686.548,341.289,1254.99,0.109,19848.594,3924177.23,0.188,NA,NA,NA,NA
"4333","Mauritania","8753-FAO",2006,"West African geryon",58.567,1,0.814,0.403,"FAO","Chaceon maritae","Species",42,2038.939,3.046,3411.591,0.042,179.819,272588.05,0.188,NA,NA,NA,NA
"4334","Mauritania","8754-FAO",2016,"White grouper",17330.63,922.663,0.931,4,"FAO","Epinephelus aeneus","Species",33,416732.739,247.735,2803.109,0.013,46534.886,98238260.88,0.188,NA,NA,NA,NA
"4335","Belgium","876-FAO",2016,"Tub gurnard",18919.921,1482.494,1.54,1.049,"FAO","Chelidonichthys lucerna","Species",34,849855.995,917.287,867.738,0.075,30705.819,11960482.14,0.188,NA,NA,NA,NA
"4336","Mauritius","8760-FAO",2016,"Emperors(=Scavengers) nei",2407.148,377.891,0.403,3.734,"FAO","Lethrinidae","Neis",33,-519255.773,250.978,1530.914,0.042,3232.324,12264099.05,0.188,NA,NA,NA,NA
"4337","Mauritius","8762-FAO",2016,"Groupers, seabasses nei",1338.041,182.958,0.537,3.304,"FAO","Serranidae","Neis",33,-191930.634,103.176,2803.109,0.041,9065.39,9363056.912,0.188,NA,NA,NA,NA
"4338","Mauritius","8764-FAO",2016,"Indo-Pacific swamp crab",124.19,4.394,0.851,0.889,"FAO","Scylla serrata","Species",42,5203.335,5.81,2848.514,0.04,364.766,563253.233,0.188,NA,NA,NA,NA
"4339","Mauritius","8768-FAO",2016,"Mullets nei",59.359,9.175,0.481,3.788,"FAO","Mugilidae","Neis",33,-8411.26,5.041,1530.914,0.041,46127.464,254882.312,0.188,NA,NA,NA,NA
"4340","Belgium","877-FAO",2016,"Turbot",3491.476,368.137,0.44,2.894,"FAO","Psetta maxima","Species",31,-227959.541,289.283,5807.161,0.036,19853.446,44063171.12,0.188,NA,NA,NA,NA
"4341","Mauritius","8770-FAO",2016,"Octopuses, etc. nei",26564.719,1580.289,1.504,0.987,"FAO","Octopodidae","Neis",57,2890919.209,1064.042,2777.255,0.06,86403.388,58586342.76,0.188,NA,NA,NA,NA
"4342","Mauritius","8771-FAO",2016,"Percoids nei",1105.915,137.372,0.518,2.973,"FAO","Percoidei","Neis",33,-29933.125,89.156,1892.855,0.042,12530.549,4396281.777,0.188,NA,NA,NA,NA
"4343","Mauritius","8776-FAO",2016,"Snappers, jobfishes nei",1427.141,192.634,0.511,3.268,"FAO","Lutjanidae","Neis",33,-239958.4,115.344,2839.754,0.041,9508.468,10644113.27,0.188,NA,NA,NA,NA
"4344","Mauritius","8780-FAO",2016,"Tropical spiny lobsters nei",52.688,7.722,0.377,3.623,"FAO","Panulirus spp","Neis",43,-31323.106,5.653,13883.656,0.04,10350.151,1682032.24,0.188,NA,NA,NA,NA
"4345","Belgium","879-FAO",2016,"Whelk",4223.701,107.196,0.785,0.706,"FAO","Buccinum undatum","Species",52,49520.274,193.444,1130.048,0.036,13449.69,8495349.519,0.188,NA,NA,NA,NA
"4346","Mexico","8800-FAO",2016,"Abalones nei",2895.327,389.539,0.845,0.742,"FAO","Haliotis spp","Neis",52,1277267.428,621.521,7417.528,0.161,2443.523,25536956.09,0.188,NA,NA,NA,NA
"4347","Mexico","8804-FAO",2016,"American cupped oyster",1108293.17,81618.601,1.382,1.382,"FAO","Crassostrea virginica","Species",53,35221139.51,42727.819,732.294,0.053,2004253.988,729013761.3,0.188,NA,NA,NA,NA
"4348","Mexico","8805-FAO",2016,"Anchovies, etc. nei",458.384,49.301,0.562,1.65,"FAO","Engraulidae","Neis",35,-2784.127,53.139,869.746,0.065,471095.617,829554.652,0.188,NA,NA,NA,NA
"4349","Mexico","8815-FAO",2016,"Atlantic seabob",3679.871,621.808,0.541,4,"FAO","Xiphopenaeus kroyeri","Species",45,-179653.401,287.218,2418.474,0.042,16998.421,16983894.39,0.188,NA,NA,NA,NA
"4350","Mexico","8820-FAO",2016,"Barred grunt",2517.419,311.068,1.004,2.943,"FAO","Conodon nobilis","Species",33,138421.103,105.261,1530.914,0.042,6267.15,5119015.764,0.188,NA,NA,NA,NA
"4351","Mexico","8822-FAO",2016,"Bigeye thresher",0,0,0,2.632,"FAO","Alopias superciliosus","Species",38,-771.935,0.575,740.373,0.013,108.788,60792.158,0.188,NA,NA,NA,NA
"4352","Mexico","8827-FAO",2016,"Black drum",4178.446,92.661,0.436,0.674,"FAO","Pogonias cromis","Species",33,-8892.15,315.125,1950.042,0.033,23943.049,26801387.44,0.188,NA,NA,NA,NA
"4353","Mexico","8828-FAO",1994,"Black drum",5.245,1,0.349,4.378,"FAO","Pogonias cromis","Species",33,-2144.342,0.654,2335.514,0.044,37.54,38634.68,0.188,NA,NA,NA,NA
"4354","Mexico","8830-FAO",2011,"Black stone crab",2405.66,59,0.73,0.607,"FAO","Menippe mercenaria","Species",42,99121.262,133.064,3411.591,0.04,8239.397,12670357.21,0.188,NA,NA,NA,NA
"4355","Mexico","8832-FAO",2016,"Blue crab",227860.914,15052.536,1.217,1.617,"FAO","Callinectes sapidus","Species",42,21904293.31,7652.483,2848.514,0.041,468180.876,717365098.8,0.188,NA,NA,NA,NA
"4356","Mexico","8836-FAO",2016,"Blue shrimp",44028.963,7585.258,0.56,4,"FAO","Penaeus stylirostris","Species",45,-2067350.343,3385.457,3336.556,0.043,196519.307,269319872.9,0.188,NA,NA,NA,NA
